Name,Height,Weight,Body_mass_index,Games_Played,Goals,Assists,Shots_on_Goal,Points
Wayne Simmonds,188,83,23.5,909,251.0,248.0,1980.0,499.0
Wendel Clark,180,89,27.5,33,4.0,2.0,63.0,6.0
Wes O'Neill,193,91,24.4,5,0.0,0.0,2.0,0.0
Wes Walz,178,86,27.1,438,82.0,100.0,647.0,182.0
Willie Mitchell,190,95,26.3,907,34.0,146.0,883.0,180.0
Wojtek Wolski,190,95,26.3,451,99.0,168.0,930.0,267.0
Wyatt Smith,180,93,28.7,211,10.0,22.0,179.0,32.0
Xavier Delisle,180,88,27.2,14,3.0,2.0,15.0,5.0
Yan Golubovsky,190,94,26.0,27,1.0,4.0,11.0,5.0
Yan Stastny,178,87,27.5,91,6.0,10.0,68.0,16.0
Yanic Perreault,180,83,25.6,546,161.0,178.0,991.0,339.0
Yanick Lehoux,185,91,26.6,10,2.0,2.0,15.0,4.0
Yannick Tremblay,188,91,25.8,312,34.0,76.0,584.0,110.0
Yannick Weber,180,91,28.1,497,28.0,66.0,638.0,94.0
Yuri Babenko,185,93,27.2,3,0.0,0.0,2.0,0.0
Yuri Butsayev,185,83,24.2,99,10.0,4.0,95.0,14.0
Yves Sarault,185,86,25.1,32,5.0,6.0,57.0,11.0
Zac Rinaldo,178,87,27.5,370,18.0,24.0,292.0,42.0
Zach Bogosian,190,103,28.5,644,53.0,143.0,1239.0,196.0
Zach Boychuk,178,84,26.5,127,12.0,18.0,155.0,30.0
Zach Fitzgerald,188,93,26.3,1,0.0,0.0,1.0,0.0
Zach Hamill,180,82,25.3,20,0.0,4.0,15.0,4.0
Zach Hyman,185,93,27.2,302,71.0,81.0,591.0,152.0
Zach Parise,180,89,27.5,1015,386.0,406.0,3316.0,792.0
Zack Kassian,190,94,26.0,525,82.0,95.0,697.0,177.0
Zack Smith,188,95,26.9,662,98.0,106.0,1035.0,204.0
Zack Stortini,193,98,26.3,257,14.0,27.0,141.0,41.0
Zarley Zalapski,185,98,28.6,12,0.0,2.0,6.0,2.0
Zbynek Michalek,188,95,26.9,784,42.0,136.0,1027.0,178.0
Zdenek Blatny,185,88,25.7,25,3.0,0.0,22.0,3.0
Zdenek Kutlak,190,100,27.7,16,1.0,2.0,8.0,3.0
Zdeno Chara,206,113,26.6,1469,203.0,444.0,3205.0,647.0
Zdeno Ciger,185,91,26.6,56,12.0,13.0,92.0,25.0
Zenith Komarniski,183,91,27.2,21,1.0,1.0,22.0,2.0
Zenon Konopka,183,97,29.0,346,12.0,18.0,200.0,30.0
Zigmund Palffy,178,85,26.8,353,161.0,221.0,1062.0,382.0
