Name,Position,Height,Weight,Body_mass_index,Games_Played,Goals,Assists,Shots_on_Goal
Frazer McLaren,Left_wing,196,104,27.1,102,4.0,7.0,40.0
Freddie Hamilton,Centre,188,88,24.9,75,4.0,2.0,73.0
Freddy Meyer,Defence,178,84,26.5,281,20.0,53.0,264.0
Frederic St. Denis,Defence,180,85,26.2,21,1.0,3.0,13.0
Fredrik Modin,Left_wing,193,100,26.9,681,194.0,192.0,1626.0
Fredrik Olausson,Defence,183,90,26.9,161,19.0,38.0,219.0
Fredrik Sjostrom,Left_wing,185,99,28.9,489,46.0,58.0,638.0
Gabe Gauthier,Centre,175,93,30.4,8,0.0,0.0,8.0
Gabriel Bourque,Left_wing,178,93,29.4,413,40.0,63.0,433.0
Gabriel Dumont,Centre,178,89,28.1,90,4.0,5.0,101.0
Gaetan Royer,Right_wing,190,95,26.3,3,0.0,0.0,0.0
Garnet Exelby,Defence,185,98,28.6,408,7.0,43.0,245.0
Garret Stroshein,Right_wing,201,111,27.5,3,0.0,0.0,2.0
Garrett Burnett,Left_wing,190,104,28.8,39,1.0,2.0,24.0
Garrett Stafford,Defence,183,88,26.3,7,0.0,2.0,8.0
Garrett Wilson,Left_wing,188,90,25.5,84,2.0,6.0,91.0
Garry Galley,Defence,183,92,27.5,126,15.0,35.0,190.0
Garry Valk,Left_wing,185,91,26.6,226,23.0,43.0,267.0
Garth Murray,Centre,188,95,26.9,116,8.0,2.0,86.0
Gary Roberts,Left_wing,188,98,27.7,501,147.0,167.0,876.0
Gary Suter,Defence,183,98,29.3,226,22.0,79.0,506.0
Gavin Morgan,Centre,180,86,26.5,6,0.0,0.0,7.0
Geoff Courtnall,Left_wing,185,93,27.2,6,2.0,2.0,15.0
Geoff Kinrade,Defence,183,88,26.3,1,0.0,0.0,1.0
Geoff Platt,Centre,175,79,25.8,46,4.0,10.0,73.0
Geoff Sanderson,Left_wing,183,86,25.7,515,143.0,146.0,1302.0
Geordie Kinnear,Defence,185,91,26.6,4,0.0,0.0,2.0
George Parros,Right_wing,196,103,26.8,474,18.0,18.0,214.0
Georges Laraque,Right_wing,190,111,30.8,645,50.0,98.0,464.0
Gerald Diduck,Defence,185,98,28.6,40,0.0,3.0,26.0
German Titov,Left_wing,185,93,27.2,207,39.0,54.0,263.0
Gilbert Brule,Centre,180,85,26.2,299,43.0,52.0,448.0
Gino Odjick,Right_wing,190,98,27.1,125,14.0,18.0,187.0
Glen Metropolit,Centre,183,88,26.3,407,57.0,102.0,612.0
Glen Murray,Right_wing,190,102,28.2,573,233.0,219.0,1731.0
Glen Wesley,Defence,185,93,27.2,580,22.0,87.0,580.0
Goran Bezina,Defence,188,102,28.9,3,0.0,0.0,0.0
Gord Murphy,Defence,188,91,25.8,100,4.0,23.0,128.0
Gordie Dwyer,Left_wing,190,92,25.5,108,0.0,5.0,35.0
Graham Mink,Centre,188,102,28.9,7,0.0,0.0,5.0
Grant Clitsome,Defence,180,98,30.2,205,15.0,56.0,264.0
Grant Ledyard,Defence,188,88,24.9,115,5.0,10.0,88.0
Grant Lewis,Defence,190,93,25.8,1,0.0,0.0,1.0
Grant Marshall,Right_wing,185,91,26.6,418,55.0,95.0,566.0
Grant McNeill,Defence,188,97,27.4,3,0.0,0.0,0.0
Grant Stevenson,Centre,183,79,23.6,47,10.0,12.0,67.0
Greg Adams,Left_wing,193,88,23.6,129,30.0,39.0,195.0
Greg Andrusak,Defence,185,88,25.7,9,0.0,1.0,5.0
Greg Classen,Centre,185,91,26.6,90,7.0,10.0,52.0
Greg Crozier,Left_wing,190,91,25.2,1,0.0,0.0,0.0
Greg Hawgood,Defence,178,86,27.1,97,7.0,22.0,87.0
Greg Jacina,Centre,183,92,27.5,14,0.0,1.0,12.0
Greg Johnson,Centre,180,92,28.4,434,77.0,111.0,606.0
Greg Koehler,Centre,188,88,24.9,1,0.0,0.0,0.0
Greg Kuznik,Defence,183,84,25.1,1,0.0,0.0,0.0
Greg Leeb,Centre,175,75,24.5,2,0.0,0.0,4.0
Greg Mauldin,Centre,180,88,27.2,36,5.0,5.0,54.0
Greg Moore,Right_wing,185,102,29.8,10,0.0,0.0,15.0
Greg Nemisz,Centre,190,91,25.2,15,0.0,1.0,7.0
Greg Pateryn,Defence,188,101,28.6,267,4.0,35.0,306.0
Greg Rallo,Right_wing,183,88,26.3,11,1.0,0.0,11.0
Greg Zanon,Defence,180,91,28.1,493,12.0,50.0,333.0
Greg de Vries,Defence,188,98,27.7,690,39.0,134.0,763.0
Gregory Campbell,Centre,183,89,26.6,803,71.0,116.0,924.0
Gregory Stewart,Left_wing,188,91,25.8,26,0.0,1.0,22.0
Guillaume Desbiens,Right_wing,188,93,26.3,23,0.0,0.0,6.0
Guillaume Latendresse,Left_wing,188,104,29.4,341,87.0,60.0,621.0
Guillaume Lefebvre,Left_wing,185,92,26.9,39,2.0,4.0,25.0
Gustav Nyquist,Centre,180,83,25.6,570,146.0,202.0,1307.0
Guy Carbonneau,Centre,180,84,25.9,69,10.0,6.0,70.0
Hal Gill,Defence,201,110,27.2,960,31.0,137.0,988.0
Hannes Hyvonen,Right_wing,188,91,25.8,42,4.0,5.0,52.0
Hans Jonsson,Defence,185,92,26.9,242,10.0,38.0,170.0
Harold Druken,Centre,183,98,29.3,146,27.0,36.0,219.0
Harry York,Centre,185,100,29.2,54,4.0,13.0,50.0
Henrik Sedin,Centre,188,85,24.1,1330,240.0,830.0,1856.0
Henrik Tallinder,Defence,193,95,25.5,678,28.0,114.0,582.0
Henrik Zetterberg,Left_wing,183,89,26.6,1082,337.0,623.0,3455.0
Herbert Vasiljevs,Centre,180,86,26.5,46,8.0,7.0,60.0
Hnat Domenichelli,Right_wing,183,88,26.3,190,35.0,46.0,420.0
Hugh Jessiman,Right_wing,198,100,25.5,2,0.0,0.0,2.0
Ian Cole,Defence,185,99,28.9,541,26.0,112.0,597.0
Ian Herbers,Defence,193,102,27.4,43,0.0,3.0,14.0
Ian Laperriere,Centre,185,91,26.6,763,85.0,150.0,813.0
Ian MacNeil,Centre,188,86,24.3,2,0.0,0.0,2.0
Ian Moran,Defence,183,91,27.2,303,11.0,33.0,382.0
Ian White,Defence,178,87,27.5,503,45.0,134.0,967.0
Igor Korolev,Centre,185,89,26.0,345,46.0,80.0,327.0
Igor Kravchuk,Defence,185,99,28.9,201,11.0,48.0,336.0
Igor Larionov,Centre,180,77,23.8,337,40.0,144.0,240.0
Igor Radulov,Right_wing,185,84,24.5,43,9.0,7.0,61.0
Igor Ulanov,Defence,190,100,27.7,312,13.0,58.0,237.0
Ilkka Heikkinen,Defence,188,93,26.3,7,0.0,0.0,4.0
Ilkka Pikkarainen,Right_wing,188,86,24.3,31,1.0,3.0,26.0
Ilya Kovalchuk,Left_wing,190,104,28.8,926,443.0,433.0,3223.0
Ilya Zubov,Centre,180,96,29.6,11,0.0,2.0,11.0
Ivan Baranka,Defence,190,93,25.8,1,0.0,1.0,1.0
Ivan Ciernik,Right_wing,183,101,30.2,87,12.0,14.0,99.0
Ivan Huml,Left_wing,188,88,24.9,49,6.0,12.0,88.0
Ivan Majesky,Defence,193,104,27.9,202,8.0,23.0,122.0
Ivan Novoseltsev,Right_wing,185,98,28.6,234,31.0,44.0,314.0
Ivan Vishnevskiy,Defence,183,88,26.3,5,0.0,2.0,13.0
J.P. Dumont,Left_wing,185,93,27.2,797,205.0,303.0,1515.0
J.P. Vigier,Right_wing,183,91,27.2,213,23.0,23.0,286.0
J.T. Wyman,Right_wing,188,90,25.5,44,2.0,9.0,31.0
Jack Hillen,Defence,178,91,28.7,304,13.0,58.0,324.0
Jack Johnson,Defence,185,104,30.4,937,70.0,232.0,1418.0
Jacob Josefson,Centre,183,86,25.7,315,20.0,44.0,335.0
Jaden Schwartz,Left_wing,178,85,26.8,520,146.0,218.0,1172.0
Jake Dowell,Centre,183,91,27.2,157,11.0,22.0,140.0
Jake Gardiner,Defence,188,86,24.3,619,49.0,220.0,874.0
Jake Muzzin,Defence,190,98,27.1,579,62.0,190.0,1214.0
Jakub Cutta,Defence,190,95,26.3,8,0.0,0.0,4.0
Jakub Kindl,Defence,190,90,24.9,331,16.0,58.0,459.0
Jakub Klepis,Centre,185,94,27.5,66,4.0,10.0,64.0
Jakub Petruzalek,Right_wing,178,80,25.2,2,0.0,1.0,0.0
Jakub Voracek,Right_wing,188,97,27.4,915,207.0,488.0,2249.0
Jamal Mayers,Centre,185,101,29.5,875,86.0,123.0,1174.0
Jame Pollock,Defence,185,95,27.8,9,0.0,0.0,19.0
James Black,Left_wing,180,95,29.3,91,9.0,14.0,105.0
James Neal,Left_wing,188,94,26.6,821,289.0,256.0,2432.0
James Patrick,Defence,188,91,25.8,300,22.0,44.0,240.0
James Sheppard,Left_wing,185,93,27.2,394,23.0,68.0,412.0
James Wisniewski,Defence,183,94,28.1,552,53.0,221.0,1029.0
James Wright,Centre,193,91,24.4,146,4.0,8.0,98.0
James van Riemsdyk,Left_wing,190,91,25.2,741,247.0,234.0,2067.0
Jamie Allison,Defence,185,91,26.6,269,2.0,13.0,105.0
Jamie Arniel,Centre,180,87,26.9,1,0.0,0.0,3.0
Jamie Benn,Left_wing,188,95,26.9,814,300.0,388.0,2245.0
Jamie Doornbosch,Defence,188,86,24.3,1,0.0,0.0,1.0
Jamie Fraser,Defence,185,91,26.6,1,0.0,0.0,0.0
Jamie Fritsch,Defence,188,88,24.9,1,0.0,0.0,0.0
Jamie Heward,Defence,188,98,27.7,306,31.0,70.0,464.0
Jamie Hunt,Defence,188,91,25.8,1,0.0,0.0,0.0
Jamie Huscroft,Defence,188,95,26.9,7,0.0,0.0,4.0
Jamie Langenbrunner,Right_wing,185,93,27.2,863,193.0,330.0,2127.0
Jamie Lundmark,Centre,183,89,26.6,295,40.0,59.0,407.0
Jamie McBain,Defence,185,82,24.0,348,30.0,80.0,448.0
Jamie McGinn,Left_wing,185,93,27.2,617,117.0,103.0,1067.0
Jamie Pushor,Defence,190,99,27.4,307,7.0,29.0,217.0
Jamie Rivers,Defence,183,86,25.7,301,11.0,35.0,273.0
Jamie Tardif,Right_wing,183,93,27.8,2,0.0,0.0,1.0
Jamie Wright,Left_wing,183,88,26.3,92,8.0,18.0,101.0
Jan Bulis,Left_wing,185,94,27.5,466,84.0,122.0,800.0
Jan Caloun,Right_wing,178,86,27.1,11,0.0,3.0,14.0
Jan Hejda,Defence,193,108,29.0,627,25.0,110.0,599.0
Jan Hlavac,Left_wing,183,91,27.2,436,90.0,134.0,861.0
Jan Hrdina,Centre,183,93,27.8,431,88.0,167.0,525.0
Jan Mursak,Left_wing,180,77,23.8,46,2.0,2.0,42.0
Jan Nemecek,Defence,185,98,28.6,1,0.0,0.0,0.0
Jan Vopat,Defence,183,94,28.1,6,0.0,0.0,3.0
Jani Rita,Left_wing,185,93,27.2,66,9.0,5.0,68.0
Janis Sprukts,Centre,190,102,28.2,14,1.0,2.0,11.0
Janne Laukkanen,Defence,185,88,25.7,187,13.0,48.0,217.0
Janne Niinimaa,Defence,185,100,29.2,506,42.0,162.0,650.0
Janne Niskala,Defence,183,85,25.4,6,1.0,2.0,10.0
Janne Pesonen,Left_wing,180,82,25.3,7,0.0,0.0,3.0
Jannik Hansen,Right_wing,185,88,25.7,626,109.0,147.0,984.0
Jared Aulin,Centre,183,87,26.0,17,2.0,2.0,21.0
Jared Boll,Right_wing,190,95,26.3,579,28.0,38.0,380.0
Jared Cowen,Defence,196,103,26.8,249,15.0,31.0,204.0
Jared Ross,Centre,175,77,25.1,13,0.0,0.0,16.0
Jared Spurgeon,Defence,175,80,26.1,653,82.0,198.0,1056.0
Jared Staal,Right_wing,193,91,24.4,2,0.0,0.0,3.0
Jarkko A. Immonen,Centre,183,91,27.2,20,3.0,5.0,22.0
Jarkko Ruutu,Left_wing,185,93,27.2,652,58.0,84.0,634.0
Jarno Kultanen,Defence,188,90,25.5,102,2.0,11.0,110.0
Jarod Palmer,Right_wing,183,91,27.2,6,1.0,0.0,14.0
Jarome Iginla,Right_wing,185,95,27.8,1320,563.0,604.0,4225.0
Jaromir Jagr,Right_wing,190,104,28.8,1071,421.0,638.0,3333.0
Jaroslav Balastik,Left_wing,188,93,26.3,74,13.0,11.0,164.0
Jaroslav Bednar,Right_wing,183,90,26.9,102,10.0,25.0,134.0
Jaroslav Hlinka,Left_wing,178,84,26.5,63,8.0,20.0,90.0
Jaroslav Kristek,Right_wing,185,84,24.5,6,0.0,0.0,4.0
Jaroslav Modry,Defence,188,99,28.0,565,40.0,165.0,912.0
Jaroslav Obsut,Defence,185,91,26.6,7,0.0,0.0,6.0
Jaroslav Spacek,Defence,183,94,28.1,817,79.0,261.0,1243.0
Jaroslav Svejkovsky,Right_wing,185,88,25.7,52,6.0,7.0,60.0
Jaroslav Svoboda,Left_wing,188,86,24.3,134,12.0,17.0,135.0
Jarred Tinordi,Defence,198,104,26.5,81,1.0,10.0,43.0
Jarret Stoll,Centre,185,98,28.6,872,144.0,244.0,1610.0
Jarrod Skalde,Centre,183,84,25.1,20,1.0,2.0,29.0
Jason Allison,Centre,190,98,27.1,284,88.0,197.0,547.0
Jason Arnott,Centre,196,100,26.0,849,285.0,345.0,2219.0
Jason Blake,Left_wing,178,86,27.1,870,212.0,273.0,2641.0
Jason Botterill,Left_wing,193,100,26.9,67,5.0,9.0,63.0
Jason Chimera,Left_wing,185,97,28.3,1107,186.0,229.0,2010.0
Jason Dawe,Right_wing,178,86,27.1,4,0.0,1.0,9.0
Jason Demers,Defence,185,91,26.6,658,45.0,165.0,840.0
Jason Doig,Defence,190,103,28.5,130,5.0,15.0,104.0
Jason Garrison,Defence,188,101,28.6,555,49.0,111.0,912.0
Jason Holland,Defence,190,95,26.3,66,3.0,5.0,73.0
Jason Jaffray,Centre,185,93,27.2,49,4.0,7.0,40.0
Jason Jaspers,Centre,180,94,29.0,9,0.0,1.0,4.0
Jason King,Right_wing,185,88,25.7,59,12.0,11.0,121.0
Jason Krog,Centre,180,84,25.9,202,22.0,37.0,259.0
Jason MacDonald,Right_wing,180,93,28.7,4,0.0,0.0,3.0
Jason Marshall,Defence,188,91,25.8,282,10.0,28.0,252.0
Jason Morgan,Centre,185,88,25.7,30,1.0,5.0,26.0
Jason Podollan,Right_wing,185,90,26.3,2,0.0,1.0,3.0
Jason Pominville,Right_wing,183,84,25.1,1060,293.0,434.0,2773.0
Jason Ryznar,Left_wing,190,93,25.8,8,0.0,0.0,1.0
Jason Smith,Defence,190,98,27.1,670,32.0,90.0,749.0
Jason Spezza,Centre,190,98,27.1,1123,341.0,599.0,2688.0
Jason Strudwick,Defence,193,103,27.6,580,13.0,37.0,218.0
Jason Ward,Right_wing,188,92,26.0,336,36.0,45.0,413.0
Jason Wiemer,Left_wing,185,103,30.1,404,51.0,71.0,574.0
Jason Williams,Right_wing,180,87,26.9,455,94.0,133.0,801.0
Jason Woolley,Defence,183,93,27.8,384,32.0,116.0,479.0
Jason York,Defence,185,94,27.5,417,26.0,93.0,610.0
Jassen Cullimore,Defence,196,107,27.9,593,16.0,62.0,433.0
Jay Beagle,Centre,190,98,27.1,583,56.0,81.0,624.0
Jay Bouwmeester,Defence,193,100,26.9,1240,88.0,336.0,1994.0
Jay Harrison,Defence,193,100,26.9,372,23.0,52.0,430.0
Jay Henderson,Left_wing,180,86,26.5,29,1.0,3.0,30.0
Jay Leach,Defence,193,100,26.9,70,1.0,2.0,37.0
Jay McKee,Defence,193,91,24.4,630,19.0,75.0,465.0
Jay Pandolfo,Left_wing,185,86,25.1,760,79.0,102.0,939.0
Jean-Francois Fortin,Defence,190,95,26.3,71,1.0,4.0,44.0
Jean-Francois Jacques,Left_wing,190,105,29.1,166,9.0,8.0,120.0
Jean-Guy Trudel,Right_wing,180,92,28.4,5,0.0,0.0,1.0
Jean-Jacques Daigneault,Defence,180,84,25.9,54,1.0,6.0,44.0
Jean-Luc Grand-Pierre,Defence,190,103,28.5,253,7.0,12.0,190.0
Jean-Yves Leroux,Left_wing,188,96,27.2,113,7.0,9.0,96.0
Jed Ortmeyer,Right_wing,183,92,27.5,345,22.0,31.0,454.0
Jeff Carter,Centre,193,98,26.3,1040,382.0,350.0,3384.0
Jeff Cowan,Right_wing,188,93,26.3,413,47.0,34.0,441.0
Jeff Daniels,Left_wing,185,91,26.6,260,8.0,10.0,151.0
Jeff Daw,Centre,190,86,23.8,1,0.0,1.0,2.0
Jeff Farkas,Centre,183,84,25.1,11,0.0,2.0,9.0
Jeff Finger,Defence,185,95,27.8,199,17.0,40.0,206.0
Jeff Finley,Defence,188,93,26.3,341,5.0,26.0,160.0
Jeff Friesen,Left_wing,185,96,28.1,527,107.0,156.0,987.0
Jeff Giuliano,Centre,175,93,30.4,101,3.0,10.0,62.0
Jeff Halpern,Centre,183,86,25.7,976,152.0,221.0,1248.0
Jeff Hamilton,Centre,178,84,26.5,157,32.0,45.0,314.0
Jeff Heerema,Right_wing,185,98,28.6,32,4.0,2.0,44.0
Jeff Hoggan,Left_wing,185,88,25.7,107,2.0,9.0,125.0
Jeff Jillson,Defence,190,99,27.4,140,9.0,32.0,185.0
Jeff Lank,Defence,190,94,26.0,2,0.0,0.0,0.0
Jeff MacMillan,Defence,190,93,25.8,4,0.0,0.0,3.0
Jeff Nielsen,Right_wing,183,91,27.2,138,11.0,18.0,195.0
Jeff Norton,Defence,188,91,25.8,136,2.0,36.0,82.0
Jeff O'Neill,Right_wing,185,88,25.7,535,180.0,189.0,1560.0
Jeff Odgers,Right_wing,183,91,27.2,264,13.0,17.0,178.0
Jeff Paul,Defence,193,102,27.4,2,0.0,0.0,0.0
Jeff Penner,Defence,178,87,27.5,2,0.0,0.0,1.0
Jeff Petry,Defence,190,93,25.8,680,69.0,184.0,1218.0
Jeff Schultz,Defence,198,98,25.0,409,11.0,65.0,217.0
Jeff Shantz,Centre,183,88,26.3,261,24.0,42.0,305.0
Jeff Shevalier,Left_wing,180,84,25.9,5,0.0,0.0,2.0
Jeff Skinner,Left_wing,180,85,26.2,720,258.0,207.0,2360.0
Jeff Taffe,Centre,190,95,26.3,180,21.0,25.0,208.0
Jeff Tambellini,Left_wing,180,81,25.0,242,27.0,36.0,347.0
Jeff Toms,Centre,196,95,24.7,134,15.0,14.0,163.0
Jeff Ulmer,Right_wing,180,88,27.2,21,3.0,0.0,22.0
Jeff Woywitka,Defence,190,100,27.7,278,9.0,46.0,276.0
Jeff Zehr,Left_wing,190,88,24.4,4,0.0,0.0,3.0
Jere Karalahti,Defence,188,95,26.9,149,8.0,19.0,122.0
Jere Lehtinen,Right_wing,183,87,26.0,609,178.0,171.0,1485.0
Jeremy Colliton,Centre,188,88,24.9,57,3.0,3.0,36.0
Jeremy Morin,Left_wing,185,86,25.1,82,10.0,12.0,141.0
Jeremy Reich,Left_wing,185,92,26.9,99,2.0,4.0,69.0
Jeremy Roenick,Centre,185,91,26.6,610,169.0,254.0,1215.0
Jeremy Stevenson,Left_wing,185,99,28.9,154,16.0,13.0,152.0
Jeremy Williams,Centre,183,87,26.0,32,9.0,2.0,41.0
Jeremy Yablonski,Right_wing,185,107,31.3,1,0.0,0.0,1.0
Jerome Samson,Right_wing,183,88,26.3,46,2.0,7.0,76.0
Jerred Smithson,Centre,190,95,26.3,606,39.0,57.0,438.0
Jerry D'Amigo,Right_wing,180,94,29.0,31,1.0,2.0,19.0
Jesse Belanger,Centre,185,87,25.4,28,3.0,6.0,28.0
Jesse Boulerice,Right_wing,188,98,27.7,172,8.0,2.0,65.0
Jesse Fibiger,Defence,190,100,27.7,16,0.0,0.0,2.0
Jesse Joensuu,Left_wing,193,95,25.5,129,13.0,11.0,137.0
Jesse Schultz,Right_wing,183,87,26.0,2,0.0,0.0,6.0
Jesse Wallin,Defence,188,86,24.3,49,0.0,2.0,32.0
Jesse Winchester,Centre,185,93,27.2,285,20.0,50.0,463.0
Jim Campbell,Right_wing,188,93,26.3,70,10.0,12.0,102.0
Jim Cummins,Right_wing,188,96,27.2,193,9.0,13.0,106.0
Jim Dowd,Centre,183,82,24.5,583,54.0,131.0,590.0
Jim Fahey,Defence,183,93,27.8,92,1.0,24.0,114.0
Jim McKenzie,Left_wing,193,104,27.9,318,14.0,23.0,149.0
Jim Montgomery,Centre,178,82,25.9,37,1.0,8.0,25.0
Jim O'Brien,Centre,190,88,24.4,77,8.0,5.0,100.0
Jim Slater,Centre,183,91,27.2,584,67.0,71.0,762.0
Jim Vandermeer,Defence,185,94,27.5,461,25.0,80.0,469.0
Jimmie Olvestad,Left_wing,185,88,25.7,111,3.0,14.0,129.0
Jimmy Hayes,Right_wing,196,98,25.5,334,54.0,55.0,530.0
Jiri Bicek,Right_wing,178,86,27.1,62,6.0,7.0,85.0
Jiri Dopita,Centre,190,96,26.6,73,12.0,21.0,102.0
Jiri Fischer,Defence,196,107,27.9,305,11.0,49.0,378.0
Jiri Hudler,Left_wing,178,86,27.1,708,164.0,264.0,1095.0
Jiri Novotny,Centre,190,93,25.8,189,20.0,31.0,241.0
Jiri Slegr,Defence,185,95,27.8,279,33.0,83.0,513.0
Jiri Tlusty,Left_wing,183,95,28.4,446,89.0,88.0,706.0
Joakim Andersson,Centre,188,93,26.3,205,15.0,21.0,215.0
Joakim Nordstrom,Left_wing,185,86,25.1,400,31.0,37.0,502.0
Jochen Hecht,Centre,185,90,26.3,830,186.0,277.0,2161.0
Jody Hull,Right_wing,185,91,26.6,233,22.0,21.0,195.0
Jody Shelley,Left_wing,190,102,28.2,627,18.0,36.0,391.0
Joe Callahan,Defence,190,100,27.7,46,0.0,4.0,27.0
Joe Colborne,Centre,196,100,26.0,295,42.0,72.0,307.0
Joe Corvo,Defence,183,93,27.8,708,92.0,218.0,1547.0
Joe DiPenta,Defence,188,93,26.3,174,6.0,17.0,67.0
Joe Finley,Defence,203,113,27.4,21,0.0,1.0,3.0
Joe Hulbig,Right_wing,190,98,27.1,31,2.0,2.0,15.0
Joe Jensen,Centre,180,82,25.3,6,1.0,0.0,6.0
Joe Juneau,Centre,183,88,26.3,346,42.0,101.0,486.0
Joe Motzko,Left_wing,183,91,27.2,25,4.0,2.0,32.0
Joe Murphy,Right_wing,185,91,26.6,69,13.0,20.0,140.0
Joe Nieuwendyk,Centre,188,95,26.9,422,139.0,164.0,1022.0
Joe Pavelski,Centre,180,86,26.5,1030,369.0,423.0,2973.0
Joe Piskula,Defence,190,97,26.9,13,0.0,0.0,8.0
Joe Reekie,Defence,190,100,27.7,188,4.0,22.0,124.0
Joe Sacco,Left_wing,185,88,25.7,247,15.0,35.0,303.0
Joe Sakic,Centre,180,88,27.2,586,250.0,412.0,1968.0
Joe Thornton,Centre,193,100,26.9,1500,401.0,1060.0,2839.0
Joe Vitale,Centre,180,93,28.7,234,11.0,33.0,207.0
Joel Bouchard,Defence,185,95,27.8,174,9.0,30.0,213.0
Joel Kwiatkowski,Defence,183,94,28.1,282,16.0,29.0,314.0
Joel Perrault,Centre,188,94,26.6,96,12.0,14.0,150.0
Joel Prpic,Centre,198,107,27.3,17,0.0,3.0,13.0
Joel Rechlicz,Right_wing,193,102,27.4,26,0.0,1.0,8.0
Joel Ward,Right_wing,185,102,29.8,726,133.0,171.0,1121.0
Joey Hishon,Centre,178,77,24.3,13,1.0,1.0,19.0
Joey Mormina,Defence,198,100,25.5,1,0.0,0.0,1.0
Joey Tenute,Centre,175,82,26.8,1,0.0,0.0,1.0
Joey Tetarenko,Right_wing,188,95,26.9,73,4.0,1.0,34.0
Johan Davidsson,Centre,185,85,24.8,19,3.0,4.0,29.0
Johan Garpenlov,Left_wing,180,83,25.6,73,2.0,14.0,79.0
Johan Harju,Left_wing,190,95,26.3,10,1.0,2.0,14.0
Johan Motin,Defence,188,100,28.3,1,0.0,0.0,0.0
Johan Witehall,Left_wing,185,90,26.3,50,2.0,5.0,40.0
John Carlson,Defence,190,98,27.1,757,105.0,373.0,1730.0
John Emmons,Centre,185,92,26.9,85,2.0,4.0,60.0
John Erskine,Defence,193,100,26.9,491,15.0,39.0,393.0
John Gruden,Defence,183,86,25.7,20,1.0,0.0,10.0
John Jakopin,Defence,198,109,27.8,108,1.0,6.0,30.0
John LeClair,Left_wing,190,106,29.4,384,137.0,144.0,960.0
John MacLean,Right_wing,183,91,27.2,127,25.0,29.0,239.0
John Madden,Centre,180,86,26.5,894,165.0,182.0,1796.0
John McCarthy,Left_wing,185,88,25.7,88,3.0,3.0,107.0
John Moore,Defence,190,91,25.2,532,38.0,77.0,764.0
John Namestnikov,Defence,180,86,26.5,2,0.0,0.0,3.0
John Negrin,Defence,190,93,25.8,3,0.0,1.0,3.0
John Pohl,Centre,183,84,25.1,115,17.0,21.0,146.0
John Scott,Left_wing,203,118,28.6,286,5.0,6.0,108.0
John Slaney,Defence,183,90,26.9,34,1.0,6.0,28.0
John Tavares,Centre,185,96,28.1,814,345.0,424.0,2593.0
John Tripp,Right_wing,190,101,28.0,43,2.0,7.0,61.0
John Zeiler,Right_wing,180,93,28.7,90,1.0,4.0,34.0
John-Michael Liles,Defence,178,84,26.5,836,87.0,283.0,1411.0
Johnathan Aitken,Defence,193,96,25.8,44,0.0,1.0,39.0
Johnny Boychuk,Defence,188,103,29.1,725,54.0,152.0,1547.0
Johnny Oduya,Defence,183,86,25.7,850,41.0,149.0,836.0
Jon DiSalvatore,Right_wing,185,92,26.9,6,0.0,0.0,5.0
Jon Kalinski,Left_wing,185,84,24.5,22,1.0,4.0,16.0
Jon Klemm,Defence,188,93,26.3,516,22.0,62.0,505.0
Jon Matsumoto,Centre,183,83,24.8,14,2.0,0.0,11.0
Jon Rheault,Right_wing,180,91,28.1,5,0.0,0.0,5.0
Jon Sim,Right_wing,178,86,27.1,462,74.0,64.0,821.0
Jonas Frogren,Defence,188,88,24.9,41,1.0,6.0,12.0
Jonas Hoglund,Left_wing,190,99,27.4,325,78.0,106.0,767.0
Jonas Holos,Defence,180,89,27.5,39,0.0,6.0,36.0
Jonas Johansson,Right_wing,185,82,24.0,1,0.0,0.0,0.0
Jonas Junland,Defence,188,91,25.8,4,0.0,2.0,7.0
Jonas Nordqvist,Centre,190,92,25.5,3,0.0,2.0,2.0
Jonas Ronnqvist,Right_wing,185,91,26.6,38,0.0,4.0,30.0
Jonathan Cheechoo,Right_wing,185,91,26.6,501,170.0,135.0,1325.0
Jonathan Ericsson,Defence,193,100,26.9,680,27.0,98.0,694.0
Jonathan Ferland,Right_wing,188,94,26.6,7,1.0,0.0,9.0
Jonathan Filewich,Right_wing,188,94,26.6,5,0.0,0.0,3.0
Jonathan Girard,Defence,180,91,28.1,147,10.0,34.0,210.0
Jonathan Hedstrom,Right_wing,183,91,27.2,83,13.0,14.0,102.0
Jonathan Sigalet,Defence,185,84,24.5,1,0.0,0.0,1.0
Jonathan Toews,Centre,188,91,25.8,943,345.0,470.0,2483.0
Jonathon Blum,Defence,185,84,24.5,110,7.0,17.0,83.0
Joni Pitkanen,Defence,190,100,27.7,535,57.0,225.0,1037.0
Jordan Caron,Left_wing,190,93,25.8,157,12.0,16.0,169.0
Jordan Eberle,Right_wing,180,83,25.6,724,225.0,293.0,1714.0
Jordan Hendry,Defence,183,89,26.6,131,4.0,9.0,110.0
Jordan Krestanovich,Left_wing,185,82,24.0,22,0.0,2.0,31.0
Jordan LaVallee,Left_wing,190,102,28.2,4,1.0,1.0,2.0
Jordan Leopold,Defence,185,93,27.2,695,67.0,147.0,942.0
Jordan Nolan,Centre,190,99,27.4,375,24.0,28.0,299.0
Jordan Schroeder,Centre,175,80,26.1,165,18.0,24.0,188.0
Jordan Staal,Centre,193,100,26.9,961,225.0,312.0,2007.0
Jordan Szwarz,Right_wing,180,91,28.1,50,4.0,3.0,54.0
Jordan Weal,Centre,175,81,26.4,218,32.0,37.0,316.0
